measureDevice,measurePt,yPos,yVelo,direction,yAccel,yJerk,index1_disp_peak,index2_disp_peak_moment,index3_disp_interval,index4_velo_peak,index5_velo_peak_moment,index6_velo_rising_time,index7_accel_peak,index8_accel_peak_moment,index9_accel_interval,useless
IDS,1,0,5000,0,3,80,0.0146913221947872,NaN,2.12613094828814,5260.28220235164,0.221,0.158900000000001,-1.67647553539233,4.8684,0.220826596204249,43
IDS,1,0,30000,0,3,80,-0.00537927780117626,7.2116666666666,0.58577364213843,30402.1569990713,0.585600000000001,0.417300000000004,-2.8038485552539,1.17316666666667,0.46671992773533,44
IDS,1,-1500,5000,0,3,80,-0.0427672844843225,14.064,2.12612434417392,5259.50311404267,0.221,0.158899999999999,-1.67660803375438,4.86839999999999,0.220829778395146,45
IDS,1,-1500,30000,0,3,80,-0.0648323912954917,7.212,0.585778715922046,30402.5415003423,0.585699999999999,0.417300000000001,-2.80416986515581,1.17316666666666,0.486405054998999,46
IDS,1,-3000,5000,0,3,80,-0.117165176681283,14.064,2.12609007493818,5262.54690867596,0.221050000000002,0.159050000000001,-1.67478014736503,4.86830000000001,0.220937414171296,47
IDS,1,-3000,30000,0,3,80,-0.13569078494811,6.62601666666671,0.585756978243488,30381.8738584471,0.585249999999995,0.417649999999995,-2.81139488150692,1.17415,0.475117241045898,48
IDS,1,0,5000,0,3,140,0.00800436995116678,NaN,2.1251435698186,5261.23366330642,0.214500000000001,0.1541,-1.72833337819801,4.8661,0.214053584575696,49
IDS,1,0,30000,0,3,140,-0.00413540057998536,7.2090666666667,0.585579518374319,30362.4747766788,0.5225,0.409999999999997,-2.80526260908536,1.17386666666667,0.45728831288026,50
IDS,1,-1500,5000,0,3,140,-0.0495230425199983,14.0563333333333,2.12514799176117,5261.48071070804,0.214400000000005,0.154050000000002,-1.72824026384256,4.8661,0.214247647051646,51
IDS,1,-1500,30000,0,3,140,-0.0640740534840158,7.2088666666667,0.585584818662362,30363.1339558397,0.522533333333338,0.410100000000003,-2.80566062117344,1.1739,0.475935479702597,52
IDS,1,-3000,5000,0,3,140,-0.121996770397497,14.0566666666667,2.12512126419838,5264.22185762481,0.214499999999997,0.154250000000001,-1.72667664029512,4.8661,0.214239309454406,53
IDS,1,-3000,30000,0,3,140,-0.136147803859558,6.6232333333333,0.585566581978831,30356.1124468961,0.522300000000001,0.410300000000003,-2.81256381863749,1.17545,0.462773411741274,54
IDS,2,0,5000,1,1,40,-0.0329866273046283,0,2.49313903710244,5193.67445797973,0.436849999999999,0.317900000000001,0.801376745645486,4.98655,0.394980865190466,1
IDS,2,0,30000,1,1,40,-0.0300205281224066,10.3108333333333,0.943252024971889,23337.0213805517,0.943300000000001,0.809800000000003,0.959267616759315,1.8865,0.943224651501783,2
IDS,2,-1500,5000,1,1,40,-0.118214810124452,13.7431333333333,2.49325707113663,5072.63657404553,0.436950000000003,0.318050000000003,0.801353741399515,4.98655,0.363762461528848,3
